,Unnamed: 0,SGA_ID_1,GALAXY,RA_LEDA,DEC_LEDA,MORPHTYPE,PA_LEDA,D25_LEDA,BA_LEDA,Z_LEDA,SB_D25_LEDA,FLUX_G,FLUX_R,FLUX_Z,FLUX_W1,FLUX_W2,FLUX_W3,FLUX_W4,DIST,LUM_W1,LUM_W2,LUM_W3,LUM_W4
4274,7389,453083.0,PGC2697230,169.02519,67.2552488,S?,176.64,0.4315191,0.5128614,0.06552233,24.83848,80.58279,196.19287,388.10236,443.95236,295.4348,1182.1108,2026.0515,294.5365116355537,7614031107.65174,5208826939.244166,18884972135.628056,34620206294.11254
211560,396772,1383048.0,SDSSJ112918.46+084242.2,172.32698549999998,8.7116844,S?,48.33,0.39719152,0.40644333,0.06973958,24.916481,61.566185,125.50318,228.14285,248.0591,168.6901,986.959,2536.6282,314.42371210056024,4848258249.092884,3389379333.6664996,18347011868.79988,49750507373.35845
41291,84899,1113403.0,PGC2371527,130.91503500000002,50.3865475,S?,40.49,0.4753352,0.3548134,0.039190445,24.86148,80.761314,194.42395,410.17035,400.6275,238.82144,349.83408,417.74423,172.8702184537717,2366906588.6267385,1450486443.8085003,1673899196.79068,2351221132.4097066
72337,150790,1023852.0,SDSSJ142701.96+281534.1,216.7580865,28.259554600000005,S?,85.74,0.48528847,0.24603675,0.040272526,25.24748,62.091007,109.968315,170.24185,121.93285,72.32427,178.75082,365.60712,177.7839019263516,761913365.9043927,464589003.55005157,986325333.4649172,2260729658.3750663
160749,310583,362432.0,PGC1286079,158.369913,5.6023914,S?,55.21,0.3953666,0.64565426,0.046006825,24.852482,63.468666,114.15816,188.35405,208.9025,142.67485,821.5186,2512.572,203.94711589416494,1717824425.5807233,1206097898.983263,6422072479.157099,20750933356.694584
115147,233334,1001348.0,2MASXJ11001829+0721327,165.076467,7.359198299999999,S?,175.87,0.88920116,0.22750974,0.03775612,24.808481,349.653,833.9606,1601.5184,1333.0431,796.6013,972.77716,546.85657,166.3684956743475,7294346182.0728245,4481085084.807082,4121680553.3166933,2589693869.22249
187379,356065,390990.0,PGC1830824,158.499573,28.2633995,Sbc,139.09,0.46025658,0.41209754,0.04492875,24.769482,131.35449,232.50304,358.27502,210.61778,121.55483,196.31987,1141.7922,199.012417235982,1649131853.4983895,978436329.5437788,1262523802.3566937,8925627755.789795
180794,344548,36419.0,SDSSJ113434.06+163143.0,173.641875,16.5286078,Sc,170.88,0.5211947,0.24660395,0.036448546,25.27248,71.45244,137.14369,232.88614,271.11646,180.74121,1024.252,2343.602,160.45275361535542,1379908324.3146548,945695962.1243467,4947341322.135876,11957247075.813005
121233,243835,816511.0,PGC1181938,41.098278,1.0152131,E?,41.82,0.5058247,0.23442288,0.053010337,25.216482,82.10025,161.72644,285.8803,283.0034,178.84917,624.1409,1308.3342,236.1828134464493,3120960244.2817183,2027605741.7682848,6326807432.844843,14377670571.256062
86091,181401,32261.0,PGC2118641,206.421192,38.1308802,E?,104.6,0.34673685,0.52480745,0.07790389,24.813482,47.492775,111.74664,208.8621,200.72655,124.534775,137.76135,596.9676,353.23444106068933,4951432960.029595,3158033433.8215356,2584753886.9480753,14569851317.339636
130939,260066,227504.0,PGC090479,6.999663,-7.567405,Sc,125.4,1.023293,0.17947337,0.021675328,25.85848,342.7788,604.56647,959.6034,803.3839,507.709,1602.5078,6600.1025,94.37746170612894,1414684872.7553606,919076046.8814079,2572477025.0486746,11646243343.537716
98662,204463,999739.0,PGC3115638,215.00097,0.5606364,E?,12.18,0.38815036,0.34753618,0.06575415,25.058481,55.307667,124.15696,243.00417,309.3359,200.33374,726.27954,1024.6266,295.62685011663825,5344635316.073214,3558294185.3024645,11588995034.109146,17551738138.264107
91602,191492,923700.0,PGC1760844,152.78487149999998,26.0542893,S?,158.1,0.5847901,0.24547088,0.07490215,25.71648,68.28882,164.77449,357.60355,486.97806,347.26556,1461.6298,817.5746,338.91762552568554,11058537763.526884,8106810558.898172,31139860131.817184,18085221216.347878
173560,332062,220375.0,PGC2478903,152.8771215,54.7429748,Sm,96.64,0.51760685,0.40271702,0.04623365,24.94248,131.06035,291.50052,547.34155,539.4802,355.3346,1465.942,2627.346,204.98630244482996,4481518496.336277,3034500277.0402584,11358007598.999807,21763178816.15989
137473,271146,294984.0,SDSSJ121441.28+095710.4,183.671988,9.952928,,175.83,0.34833732,0.4753352,0.07643654,24.761482,54.63346,88.35834,126.46497,86.0537,51.782833,294.32916,792.24634,346.22903395521035,2039372299.9122577,1261574129.7904513,6589087357.519719,18828716900.911884
6155,11186,401192.0,PGC212726,20.3734425,7.0700443,Sbc,9.04,0.6591739,0.4365158,0.07958172,25.22348,225.5706,493.4552,967.2387,941.92126,636.88086,2712.6362,2483.8975,361.2608007133109,24302798147.89257,16892731439.781958,65508044989.88639,63246930131.40444
178196,339883,1109544.0,SDSSJ095715.06+253247.6,149.312877,25.5465539,S?,147.9,0.35075188,0.42364296,0.052917276,24.782482,55.822258,99.672714,153.62393,103.06715,63.24387,108.912605,683.99896,235.75245264487248,1132485646.5988765,714382613.9337409,1006810310.0433047,7518398091.703192
50870,104737,1285538.0,PGC2184328,137.068158,41.6392253,Sc,174.65,0.48194784,0.31622776,0.041337598,24.779482,97.74674,213.26826,411.22748,515.0321,340.14557,1639.2869,2539.925,182.6276159924424,3395996215.7089367,2305673026.8526716,10173393074.2933,16702247065.147161
114374,231990,1326370.0,PGC774135,48.7489035,-25.871578600000003,,57.0,0.58884364,0.23442288,0.078230456,25.103481,96.56069,177.85162,300.7414,260.16125,177.19215,1035.6188,1036.4928,354.79531520561505,6474382655.513004,4533151474.08567,24513212732.820293,25650881023.048634
10949,21307,120079.0,PGC2132894,155.8081845,38.65077410000001,Sc,21.63,0.46881336,0.31188896,0.052184433,25.211481,73.76808,184.79453,369.44373,355.07172,236.13481,973.2831,4021.9875,232.3653158809655,3790170008.046822,2591210056.0632133,9695096850.508772,43105844626.11754
209206,392909,1110897.0,PGC091184,183.5649885,50.6983352,Sc,41.47,0.64120954,0.23442288,0.029015072,25.01148,146.33694,228.62721,304.2189,182.07741,100.464584,208.08891,306.1931,127.02996647468228,580855938.726882,329477192.9125174,565975436.393635,951572521.4245279
75022,157170,998747.0,SDSSJ131612.17+085618.2,199.050642,8.938386999999999,S?,87.67,0.49090785,0.20701413,0.09244162,25.57048,53.03655,118.38093,236.60155,337.88232,243.36554,1270.4094,1720.8434,423.34594536464704,11971712446.042034,8864411171.855608,42708433395.00757,60830079478.50437
190611,361720,465922.0,SDSSJ141331.28+083636.2,213.38034,8.610090800000002,E?,158.41,0.53333485,0.23768403,0.08184695,25.49348,71.001816,153.23296,297.85178,283.99597,186.24608,488.5753,285.8853,372.12431263649165,7774782853.73081,5241592226.2552805,12024382913.427902,7440211457.041023
178561,340596,1270648.0,2MASXJ15495583+3209094,237.482556,32.15252,S?,18.57,0.42364293,0.43151906,0.08621931,25.07348,72.05532,205.88509,593.26245,921.90094,606.4375,768.15125,786.77344,393.18110974015946,28175364687.65821,19053349634.875145,18809487798.808258,22605708943.460773
53027,108728,377050.0,PGC3128218,12.7088745,15.5489659,E?,143.46,0.34593934,0.27669415,0.07690687,25.15148,41.93835,110.33169,241.87648,289.79575,199.80275,690.44916,5078.286,348.47304811924874,6957134514.232941,4931055035.745833,15324438350.909307,122632141726.85434
152708,296234,1384024.0,2MASXJ09113877+5148514,137.91155700000002,51.814363,S?,92.08,0.34753618,0.29991624,0.09739971,25.217482,34.789818,90.372696,204.1626,326.7615,248.31541,1419.734,2748.4187,447.5482853293172,12939296841.728006,10108424392.38639,53659641890.0892,109077129228.51544
194471,367801,550290.0,PGC2193460,254.0081475,42.159065000000005,Sc,80.59,0.46881336,0.3019952,0.05313976,24.95148,83.68983,187.21062,378.78842,519.5149,367.6729,2141.1836,3109.759,236.78142062921597,5758286268.575611,4189448579.7282457,22605416503.699104,34447661611.05831
81179,173080,812438.0,SDSSJ210636.11-065341.8,316.650549,-6.8950104,E?,88.69,0.36057863,0.30549213,0.08153307,25.10548,46.373806,104.33651,205.28874,243.69583,167.93599,773.11816,1585.0406,370.61715762797894,6617579080.083209,4688077913.549229,19756030921.861626,43049724508.76959
190209,360986,623259.0,SDSSJ140720.66+010214.8,211.83611700000003,1.0374559,,134.92,0.33651158,0.3372873,0.08363986,24.96548,42.325947,66.8215,92.32211,67.65204,44.116734,105.32511,547.6058,380.7447678470133,1938870420.2583613,1299784165.1837518,2684544126.1373725,15724904561.358433
172157,329866,614669.0,PGC1685541,110.043084,23.3318333,,141.5,0.93325436,0.48977882,0.08414154,25.78848,719.1901,1893.0165,3930.0938,3823.7947,2371.1099,884.2124,1469.232,383.16037281216944,110982816283.8656,70747786756.52052,7893041306.269699,36489961498.70766
203160,382090,126180.0,PGC1694665,242.7171435,23.8406547,Sc,178.0,0.46773514,0.33884415,0.05802047,25.252481,66.45447,135.52638,252.05344,321.04538,222.39337,1155.1105,1173.0905,259.4321597223569,4271830840.022594,3042071785.068906,14554042561.1863,15501537526.365658
127855,254847,12925.0,SDSSJ151309.98+363618.5,228.2915565,36.6051301,,102.61,0.39084092,0.37239173,0.08111912,24.988482,53.648785,88.74774,134.26059,106.8647,67.806564,268.2501,890.7472,368.6304117964993,2870890272.183537,1872638985.5143867,6686793977.606994,23981710383.471813
75787,158964,126098.0,PGC2666540,141.3883605,64.2924938,S?,97.3,0.36307806,0.4677351,0.05366846,24.94048,48.711723,120.41423,262.4559,325.49057,212.7493,629.77997,177.35571,239.22785359602912,3682662320.155467,2474523754.494624,6478263393.750848,1807926392.1665733
60650,124592,288408.0,PGC1794295,206.0742975,26.9808632,E?,48.38,0.40926066,0.26915348,0.09180084,25.183481,53.79885,129.55632,274.77573,322.80396,212.48798,328.43362,1004.1447,420.22878948981855,11269650772.680546,7626161047.511598,9580464545.94079,34715911474.74078
198335,374071,271733.0,PGC3106437,190.2852195,-1.9794045,E?,64.46,0.43052664,0.27415743,0.08856894,24.922482,64.027435,161.12192,342.04346,424.81076,339.90668,949.6657,2093.445,404.54438504223094,13744465761.608658,11305559369.265583,28272472165.635582,67547794734.1016
78656,166143,668237.0,2MASXJ15002370+3216354,225.098583,32.276689000000005,,136.54,0.43853074,0.2285599,0.08405515,25.564482,42.89483,93.02423,179.95403,248.8709,181.73972,1279.3717,859.2721,382.74429365384833,7207614783.165636,5410872539.252967,35573716246.146835,24690616870.666157
136530,269587,194393.0,2MASXJ08103106+2735472,122.629437,27.596543800000003,S?,179.61,0.459198,0.19998619,0.07863073,25.638481,42.433598,90.6214,173.10725,247.201,179.05434,1132.5725,1912.6178,356.7093747625095,6218408807.779325,4630350840.725991,27246463143.33334,48190716855.32014
15473,31597,1239510.0,PGC198898,20.6855985,-31.2895124,,93.0,0.5370318,0.45708817,0.031301655,24.975481,153.22275,241.51175,323.57947,172.05588,92.91937,307.69647,1651.8231,137.2732936929674,640975791.7364131,355859336.6509542,1034506884.7674342,6172812238.068492
177944,339371,887264.0,PGC1116957,195.422034,-1.5106725,,67.0,0.38904512,0.36307806,0.047121264,24.818481,62.317608,92.82655,123.709656,64.02227,35.98881,82.04267,690.302,209.05598064516292,553166996.7928984,319663226.88236254,614968037.2681993,5986917278.964639
142331,278998,94638.0,SDSSJ134409.33+333527.7,206.0388075,33.591041600000004,S?,46.38,0.3935501,0.3372873,0.042159833,24.758482,68.324905,101.048,129.16803,95.32789,56.09414,135.23497,31.639395,186.37188692719855,654607210.7494233,395984602.03652215,816703380.280468,180653101.49843
77946,164435,14063.0,PGC1980643,26.664007500000004,32.1083865,,101.83,0.5011872,0.31622776,0.04973107,24.80348,104.14507,261.5835,588.5192,775.76227,521.6344,1529.2614,2067.7173,221.0506185756866,7493972973.624454,5180237757.152957,13453394558.162188,19717117653.949066
171229,328268,1174076.0,SDSSJ082349.79+375122.6,125.957493,37.856273,S?,95.32,0.45394164,0.30060762,0.09179183,25.33048,54.1009,95.46042,151.5214,118.03406,70.96131,265.68094,367.59955,420.1849767571523,4119916243.0321565,2546259518.9256735,8537485969.779562,12706514762.86949
101806,209936,1413116.0,SDSSJ140812.41+295050.1,212.051673,29.8472947,S?,103.15,0.4130475,0.33036953,0.027557064,24.798481,72.77564,120.98714,166.68387,104.50268,60.730274,164.60901,289.46698,120.51601083710801,300066093.12335587,179264682.44941548,420909981.5769053,821154245.5565326
95119,197823,873524.0,PGC656451,5.5113645,-34.8691965,,80.67,0.81283057,0.24547088,0.04125387,24.97848,217.04715,454.50977,868.2352,1257.6973,922.7207,5771.0283,10715.393,182.2465784675351,8258380629.26273,6228579766.275744,36241893017.27305,70523958695.34323
89627,188116,388623.0,SDSSJ114413.99+271408.9,176.05845749999995,27.2358016,S?,110.94,0.76736146,0.2630268,0.031617206,25.60148,123.155685,182.3401,238.82388,133.78017,86.22763,225.204,826.90015,138.68952134039714,508720269.5022025,337080592.06671834,768144767.261126,3143499143.977088
36344,75069,1104599.0,SDSSJ154710.72+084806.0,236.79459,8.801655300000002,Sc,124.48,0.69984204,0.36475396,0.040879946,24.991482,178.35089,305.37256,460.49936,298.8987,180.42487,746.3971,833.7926,180.54543207892223,1926180740.3355763,1195279334.5875137,4461541799.427319,5309248472.807849
118325,238847,396767.0,PGC1001050,16.973316,-8.6452369,E?,178.41,0.82985085,0.17782794,0.05405306,25.46448,169.9056,436.39175,995.86804,1349.7502,912.99384,2692.8047,2901.171,241.0085982040867,15499528032.432753,10777869499.214453,28189746057.028027,32708678074.50845
116705,236090,1088829.0,PGC1130800,150.40581299999997,-0.9434707,Sb,12.18,0.59020114,0.24322039,0.047264364,24.80748,142.3649,269.46066,451.72015,395.81958,246.4827,984.802,2031.8174,209.71255433598955,3441487003.1087947,2203105541.0227575,7940188835.478021,17626221178.857
100500,207731,1190824.0,PGC1102905,236.4465915,-2.0543187,E?,118.8,0.49659228,0.29785162,0.049715392,24.926481,99.31216,236.57283,476.4905,451.5832,276.4926,640.27783,1146.5195,220.97843463474464,4359508836.886262,2743994888.3457313,5435663913.707874,10913510652.458603
72165,150352,39542.0,SDSSJ074729.64+354344.1,116.873523,35.7289695,S?,80.25,0.36307806,0.45919803,0.087074235,24.83848,55.367386,96.152054,146.10208,115.88434,74.03742,387.4085,489.9521,397.3118428600246,3616494197.1972127,2375277185.1617208,11407913913.63499,15218428913.208208
38369,78903,34256.0,SDSSJ095900.54+060449.5,149.75226450000002,6.0804045,S?,76.56,0.4017908,0.34514374,0.09253101,24.797482,70.64035,115.7598,185.67755,169.07918,120.339355,663.11554,1839.3872,423.780990101542,6003065410.346465,4392286110.557122,22379227842.725048,65556546233.32892
114394,232020,1006261.0,SDSSJ092749.07+360257.3,141.9544905,36.0492407,S?,98.47,0.5046613,0.3013006,0.079305194,24.99348,89.58031,151.74748,225.02107,195.7206,129.57504,600.75244,722.8491,359.9367832381901,5012899531.137692,3411723395.8003645,14453684195.969389,18389540291.355927
95943,199393,1084305.0,PGC1964153,335.278461,31.7813398,,93.19,0.4365158,0.23442288,0.09543468,25.273481,57.607445,160.52687,383.2816,615.8609,474.21024,2384.534,2954.4165,437.938641956756,23351198030.78803,18484063950.153515,85894428956.25668,111679486940.42007
211639,396890,197616.0,SDSSJ160503.80+544236.4,241.2659445,54.71007579999999,,17.81,0.43451023,0.5333349,0.03167958,25.082481,66.50267,104.82559,116.54644,63.73294,33.39162,21.461409,190.59677,138.96953835667497,243334217.03882226,131061978.3073761,42742243.91945938,720080650.1869596
207048,389432,266475.0,PGC758956,50.3106255,-27.162305600000003,,115.0,0.5248075,0.22908677,0.062677026,24.828482,115.2192,237.30228,448.90714,507.76694,363.12866,2469.2273,3036.9648,281.18103735885694,7936636296.411964,5834888812.654559,36987353735.07001,47440154893.3501
84524,178777,725028.0,PGC091291,202.128432,47.7140358,Sc,24.23,0.79799473,0.30902955,0.060760364,24.83448,277.65826,658.46924,1352.0044,1844.1376,1305.7916,4033.9163,5150.943,272.2127692214333,27015332058.96972,19664859951.77666,54283865502.35489,74562026344.01266
39227,80831,1090701.0,SDSSJ135653.92+111915.9,209.224668,11.3211021,Sc,157.85,0.70631754,0.20370421,0.03713569,25.782482,93.91236,154.59586,232.0967,136.63242,76.95796,146.85622,366.6073,163.56017922582947,722618234.0666095,418416403.7760689,655395205.6975561,1914209790.3640726
131620,261259,1085061.0,PGC3126806,19.78809,13.5005679,S?,148.74,0.40926066,0.33884415,0.054545734,25.06248,59.217823,104.00718,156.51457,136.0792,87.67085,463.57535,1697.6791,243.29109131200127,1592370635.9572484,1054648235.0112584,5123334637.854095,19955756427.55268
127905,254939,277667.0,SDSSJ164949.41+243107.4,252.4559025,24.5187702,E?,13.67,0.41975904,0.27669415,0.05669422,25.04248,57.30821,125.50513,232.0185,252.45247,165.38324,729.9185,1440.7383,253.2624820098376,3201262900.5713315,2155922839.048105,8665187687.712746,18249677761.591763
58207,119304,109434.0,SDSSJ163210.27+115955.7,248.0428425,11.9988103,,23.3,0.34673685,0.5395106,0.05042822,24.783482,58.81534,104.98113,158.84543,105.52563,63.765213,226.2022,625.1392,224.26196772323345,1049226402.332118,651771057.9220076,2062698844.7020087,6211279113.511087
148814,289837,836422.0,SDSSJ100043.34+430803.0,150.1807005,43.1341162,S?,89.05,0.45708823,0.5188,0.02311599,25.031483,71.95716,101.30355,117.335526,55.46996,29.654745,25.833717,58.183384,100.7590971985158,111333634.74062632,61187502.80186146,33784711.334332265,111291607.284231
81405,173551,203997.0,PGC1010392,47.3967345,-7.9571607,S?,14.99,0.56885296,0.2564484,0.0127104595,24.92748,129.2468,213.76068,309.06076,179.84232,101.58139,143.43391,198.16493,54.969531145607355,107432569.21559095,62381845.20766027,67923349.79009846,113134779.53355692
116441,235651,644725.0,PGC2425462,187.5826005,52.8566703,Sc,120.23,0.60534084,0.23713736,0.04569761,24.97948,137.55742,220.15237,312.71887,210.51494,130.7317,447.07996,773.43915,202.53098744813036,1707127203.1770618,1089842823.9404914,3322537220.786792,6229358227.165471
59090,121147,742132.0,SDSSJ164136.99+365400.1,250.40417700000003,36.9000655,Sc,63.51,0.7464488,0.2118361,0.030504435,25.78148,100.39227,176.62952,272.09326,179.83589,101.911,154.72696,929.805,133.69813008420613,635516798.9799746,370230104.4458734,441360474.61415845,3278718472.754787
118647,239344,464817.0,2MASXJ17041399+3315528,256.0581075,33.264692,S?,131.06,0.45498806,0.28510183,0.089787774,25.074482,69.24431,172.43709,359.79254,410.6892,271.30652,413.7688,490.646,410.4520087965091,13678486723.47491,9289343057.648092,11493510035.658796,15685717675.795467
24415,50858,22373.0,SDSSJ095706.29+622430.8,149.276172,62.40857729999999,,86.99,0.40738028,0.3033891,0.06600766,25.343481,45.08893,79.66032,118.28965,88.12329,59.898674,240.77385,988.6252,296.8195851134891,1534884887.9249797,1072512384.4820417,3912712033.855363,17288121685.347626
123755,247835,1388.0,SDSSJ112717.27+043305.1,171.82196399999998,4.5514131,E?,69.91,0.41783038,0.31405085,0.083380684,25.10248,62.103016,140.07796,269.37875,268.8758,172.10521,365.5818,565.53076,379.4974242936558,7655426317.422599,5037460837.028738,9103851430.832396,15799098100.393276
84524,178777,725028.0,PGC091291,202.128432,47.7140358,Sc,24.23,0.79799473,0.30902955,0.060760364,24.83448,277.65826,658.46924,1352.0044,1844.1376,1305.7916,4033.9163,5150.943,272.2127692214333,27015332058.96972,19664859951.77666,54283865502.35489,74562026344.01266
136102,268854,313929.0,PGC752325,6.8027085000000005,-27.6181389,,80.0,0.60255957,0.23988329,0.061769396,24.798481,196.80424,497.56625,1031.0156,1040.7041,633.56903,529.51434,186.67007,276.93129655148454,15778704523.219908,9875020775.543764,5461628023.341305,1925454748.8602195
34370,70832,213881.0,SDSSJ094911.32+014502.8,147.297198,1.7507898999999998,,154.69,0.43351093,0.35809642,0.047069896,25.26648,57.81254,100.60083,154.68391,95.22258,56.31921,186.6759,1555.3741,208.82032467944208,820890968.6090293,499116684.3599572,1464833238.3765464,13484140983.379366
940,1715,464241.0,PGC1472013,359.14877250000006,14.9784109,E?,133.28,0.4753352,0.3280953,0.09550473,24.77848,99.568085,233.01971,451.2454,399.00165,256.98325,583.8471,1211.2256,438.28081324292174,15152336597.546167,10032513085.75382,19574614972.987595,45528665433.064064
118992,239944,960622.0,PGC740055,7.28814,-28.5755711,,26.5,0.8912509,0.33113113,0.077203736,25.36848,253.52948,542.4688,937.78687,727.3666,441.59384,294.3735,484.81644,349.8901347502731,17604218487.043957,10987184105.657953,4277841088.6239953,10803778576.31731
190117,360822,1374945.0,2MASXJ16085849+1506006,242.2437375,15.1002149,E?,92.18,0.39719152,0.31188896,0.05866925,24.878479,58.67493,145.37042,297.90115,316.19965,207.24005,502.16232,1209.2903,262.454260119209,4305946583.858992,2901221862.8216496,6095316852.775613,16366209497.087788
176692,337188,595610.0,PGC1373391,226.873812,10.0161634,Sc,51.93,0.5272299,0.33884415,0.035511233,24.991482,122.96622,204.2758,303.0359,208.42119,134.56009,339.37115,1058.3372,156.21886504167352,1005561941.2761507,667395425.3056039,1463461214.9161544,5094038205.06695
146188,285547,292900.0,PGC2806908,144.93755850000002,20.9182115,Sc,30.3,0.6338697,0.5861382,0.036976248,24.798481,211.25356,336.4616,454.26605,258.5122,149.15204,370.73013,771.5234,162.83887687926017,1355180800.88756,803795174.0660821,1711516917.3649468,4001971949.2410364
158766,306886,1190666.0,2MASXJ13502372+4015418,207.598818,40.2616608,E?,57.07,0.3698282,0.2483133,0.0962289,25.210482,39.94383,98.99265,217.04655,331.06915,292.748,642.28656,1592.1619,441.8198640044619,12776420268.483795,11614069271.13854,22540813653.968544,61258471651.71793
106464,217841,818392.0,PGC2083527,143.7470175,36.6014511,S?,26.12,0.8491805,0.57543993,0.05261273,24.790482,306.7045,741.4358,1517.8562,1711.1154,1101.542,3793.9343,5556.369,234.34445851340388,18577560169.9405,12294487716.574902,37877807830.82037,59787542492.18633
38016,78122,395171.0,2MASXJ13572648+1437448,209.3604375,14.6291275,Sc,146.23,0.6902398,0.23067471,0.040529035,25.24748,142.49031,237.80978,355.87308,277.2357,177.71223,839.3886,1439.6229,178.94978983838647,1755139093.0249052,1156590716.225106,4988016284.593164,9094822233.079899
198,367,665169.0,SDSSJ112533.77+262408.9,171.3906015,26.402544,S?,95.78,0.42657954,0.2864178,0.048628308,25.16048,55.977657,94.96212,142.02483,119.682976,81.57701,394.99854,51.3576,215.97710332032835,1103691769.5587826,773362674.6121922,3434816417.4019284,412873653.65233517
190117,360822,1374945.0,2MASXJ16085849+1506006,242.2437375,15.1002149,E?,92.18,0.39719152,0.31188896,0.05866925,24.878479,58.67493,145.37042,297.90115,316.19965,207.24005,502.16232,1209.2903,262.454260119209,4305946583.858992,2901221862.8216496,6095316852.775613,16366209497.087788
34517,71151,1198341.0,SDSSJ113149.09+621915.1,172.95444,62.3208455,S?,23.74,0.42756286,0.66527313,0.047644295,24.924482,76.81353,111.80783,125.29898,68.99991,35.89362,38.28039,215.25346,211.4563864032428,609944243.2757903,326181160.2196998,238916775.54341203,1884413538.3408978
11464,22431,344370.0,PGC1221655,218.6822685,2.2758771,E,105.1,0.42559844,0.54701596,0.08784276,24.901482,72.32048,173.54985,313.90744,259.7161,158.30579,88.81459,170.26991,401.02888111776576,8257530260.016332,5174258246.789733,1493232304.537689,4976535436.020817
124911,249671,757429.0,SDSSJ123016.76+541120.3,187.569888,54.189011,,14.0,0.41399965,0.519996,0.045692276,25.00548,66.31821,104.90779,126.43605,68.71393,41.816513,11.670674,272.74747,202.5065643432826,557086968.4177543,348518652.5309172,5730879.143411055,2198847945.8549995
90026,188827,1027061.0,PGC1678699,244.9185195,22.9423129,S?,63.51,0.40738028,0.4677351,0.06398326,24.94948,63.78072,151.16293,313.27667,406.85635,287.77502,2096.3235,3176.017,287.3061012042596,6639429994.039966,4827727964.223867,32846934884.777103,51916803676.225
123466,247391,1242612.0,PGC508604,40.760166,-46.9516667,,69.5,0.5011872,0.23442288,0.086574554,25.373482,84.00509,217.7314,456.16562,606.6977,410.52695,464.90256,707.02826,394.89700318927146,18704238192.070538,13010960205.973839,11246079795.994366,20895526391.770164
4525,7862,1354458.0,2MASXJ09542324+0746504,148.59706350000002,7.780518499999999,SBc,135.42,0.46451527,0.30831882,0.05962825,24.95348,82.74196,188.37173,354.196,405.45944,270.11966,1619.511,2226.2332,266.92620588483186,5711232535.343235,3911457548.8710136,21700637954.714336,31311533690.917343
199730,376293,26541.0,PGC1736866,234.60007650000003,25.4469792,S?,86.41,0.46773514,0.24603675,0.049717728,24.769482,119.19047,275.36536,565.801,792.15125,550.5592,3126.1206,4058.0466,220.98918984263213,7648040364.620879,5464445309.894992,28696883755.469795,39090807286.317375
192188,364392,569861.0,SDSSJ003903.97+143600.8,9.7665915,14.600183800000002,,97.73,0.37153524,0.57147866,0.04174588,25.105482,52.70252,98.47489,154.24147,91.50484,55.04334,215.80371,377.9772,184.48630299500985,615704491.6223513,380743970.58397055,1341474738.9754958,2530484243.3406825
6158,11190,1107703.0,SDSSJ091408.00+033820.8,138.53329200000002,3.639131,E?,47.25,0.37153524,0.5847901,0.07512497,25.06948,49.70779,109.18207,195.6817,144.11916,86.85792,160.96918,952.59784,339.97847557424853,3293248984.921999,2040385692.356853,3124230619.6858754,21774806969.31323
179676,342466,640301.0,PGC1436275,147.79298849999998,13.6342676,S?,113.93,0.46773514,0.4677351,0.07643121,24.80648,90.40637,242.111,568.02094,828.5706,578.08234,1251.1272,1913.1383,346.20361147285394,19633273077.516186,14081628743.41132,26272048591.54632,44593581110.37056
54964,112864,1176266.0,PGC3140883,165.09858599999998,67.32601030000001,S?,154.58,0.55718577,0.30269134,0.04146702,25.183481,87.96484,145.2976,199.59781,124.28729,74.60521,197.82968,272.0969,183.21668978169345,824815442.5113776,508978247.36574197,1170512062.8185103,1773777649.88711
149737,291530,492065.0,PGC811705,75.400041,-22.6006111,E,131.33,0.9078205,0.7328245,0.048407152,25.098482,1460.9999,3435.1333,6543.173,4932.2583,2878.1975,955.5366,2317.6624,214.9605449401609,45057108840.45694,27029505498.64404,1529955657.5790653,18709817984.962704
167110,321533,1196296.0,PGC1688421,247.09794150000005,23.4986057,SBc,125.79,0.45708823,0.3019952,0.08572397,24.86148,90.380226,226.74088,477.03323,666.0323,480.2363,2680.1882,4204.785,390.7897990795772,20108595063.477,14905324028.055983,77000197545.48701,126937517013.59506
131269,260640,295919.0,PGC3108910,41.74237050000001,-0.7685327,S?,172.42,0.4518559,0.28575903,0.07505959,24.92948,73.98002,159.10751,291.45996,239.90979,147.07085,110.46289,841.31433,339.66716874011286,5472113705.562991,3448527907.5456567,1631859894.7937095,19044282471.175766
17689,36473,1147282.0,PGC1068865,19.3501665,-3.6241389,,106.0,0.67608297,0.2041738,0.063123666,24.75848,265.69016,594.4973,1177.4757,1170.2654,818.125,3160.2964,5943.259,283.27418820601014,18565146137.725315,13342391234.47227,46742158480.057076,94061201146.7342
83408,176999,463305.0,SDSSJ161917.94+285936.7,244.8247995,28.9935504,,76.49,0.4977371,0.24717242,0.053406276,25.518482,57.197964,91.340744,127.364746,76.33757,38.664486,40.021606,243.65405,238.01444088724747,854958326.4327918,445162790.49960995,309037398.46641254,2703660910.9589868
164855,317517,115770.0,SDSSJ132726.30+472716.9,201.85954200000003,47.454667,S?,59.81,0.389942,0.33573762,0.08966936,25.047482,53.85658,96.09802,150.33083,119.3257,68.67884,232.50554,845.79114,409.87767041611727,3963168241.82108,2344938567.4981256,7025235577.150434,28117386398.61302
191055,362471,664022.0,2MASXJ13000750+1926151,195.0312765,19.4376728,Sbc,84.69,0.63241184,0.24888575,0.0632194,25.26648,119.81193,230.55348,393.87225,337.4328,216.53929,1181.113,1185.5397,283.72300061135564,5370025947.361345,3542630007.227058,17775860749.823616,18724845300.10165
